Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Slave.Age,Slave.Gender,Slave.Name,Slave.Skin Color,Transaction.Date,Transaction.Number of Adult Slaves,Transaction.Number of Child Slaves,Transaction.Number of Total Slaves Purchased,Transaction.Sale Details.Discount Rate,Transaction.Sale Details.Payment Method,Transaction.Sale Details.Predicted Interest Rate,Transaction.Sale Details.Price,Transaction.Sale Details.Prices Listed
Harrison,Alexander  Aken,"Harrison, TX",TX,New Orleans,Bernard Kendig,"New Orleans, LA",LA,16,F,Jenney,Negro,2/5/1859,1,0,1,0.00602698,Cash,0.07477,1350,1
New Orleans,Simeon E. Buford,"New Orleans, LA",LA,New Orleans,Sarah  Ryan,"New Orleans, LA",LA,35,F,Maria,Negro,2/7/1859,1,0,1,0.00602698,Cash,0.07477,515,1
New Orleans,Smithson Higgenbotham Davis Jr.,"New Orleans, LA",LA,West Baton Rouge,Daniel S. Hickey,"West Baton Rouge, LA",LA,21,F,Maria,Mulatto,2/9/1859,1,0,1,0.00602698,Cash,0.07477,1380,1
New Orleans,Charles Stebbins,"New Orleans, LA",LA,Madison,William S. Heard,"Madison, MS",MS,14,F,Susan,Negro,2/7/1859,1,0,1,0.006202525,Credit,0.07702264,1160,1
New Orleans,Emilie Demoruelle,"New Orleans, LA",LA,Harrison ,West Tynes Rutlind,"Harrison , MS",MS,29,M,Jacob,Negro,2/9/1859,1,0,1,0.00602698,Cash,0.07477,1100,1
New Orleans,John Leisy,"New Orleans, LA",LA,New Orleans,Alexander Bienvenu,"New Orleans, LA",LA,63,M,Leonard,Unknown,2/9/1859,1,0,1,0.00602698,Cash,0.07477,400,1
New Orleans,Florentine Ann Pierce,"New Orleans, LA",LA,New Orleans,Hiram H.  Taylor,"New Orleans, LA",LA,36,F,Julia,Negro,2/5/1859,1,0,1,0.00602698,Cash,0.07477,175,1
Assumption,Joseph Martin,"Assumption, LA",LA,New Orleans,John Marr Farrell,"New Orleans, LA",LA,23,M,John,Negro,2/7/1859,1,0,1,0.00602698,Cash,0.07477,1350,1
West Baton Rouge,Daniel S. Hickey,"West Baton Rouge, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,28,M,Edmund,Unknown,2/7/1859,2,0,2,0.00602698,Cash,0.07477,2500,1
Wilkinson,Elizabeth P.  Bell,"Wilkinson, MS",MS,New Orleans,Elizabeth A.  Von Fleet,"New Orleans, LA",LA,22,M,Bill,Negro,2/9/1859,2,2,4,0.00602698,Cash,0.07477,1500,2
New Orleans,Simeon E. Buford,"New Orleans, LA",LA,Mobile,Balthazar Tardy,"Mobile, AL",AL,30,M,Hillary,Negro,2/1/1859,1,0,1,0.00602698,Cash,0.07477,1800,1
New Orleans,Robert W. Sanders,"New Orleans, LA",LA,New Orleans,Francois Charles,"New Orleans, LA",LA,17,F,Fanny,Griff,2/5/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
New Orleans,Louis Joseph Frigerio,"New Orleans, LA",LA,New Orleans,Jacinto Aleix,"New Orleans, LA",LA,29,F,Pauline,Negro,2/11/1859,1,0,1,0.00602698,Cash,0.07477,250,1
New Orleans,John Rist,"New Orleans, LA",LA,St. Mary,John Pickney Henderson,"St. Mary, LA",LA,35,M,Henry,Unknown,1/5/1859,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Hubert Rolling,"New Orleans, LA",LA,Jefferson,Marie Justine Poche,"Jefferson, LA",LA,15.5,F,Marcelline/Mary/Marcelite/Poupee,Unknown,2/28/1859,1,0,1,0.00602698,Cash,0.07477,1150,1
New Orleans,Henry Shepherd,"New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,17,M,Stephen,Negro,2/28/1859,1,0,1,0.00602698,Cash,0.07477,1150,1
New Orleans,John B. Womack,"New Orleans, LA",LA,Jefferson,Paul  Mouchon,"Jefferson, LA",LA,25,F,Emma,Mulatto,3/2/1859,1,0,1,0.00602698,Cash,0.07477,1150,1
Lafourche,Joseph  Leonard Sr.,"Lafourche, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,19,M,Lewis Dorsey,Negro,3/1/1859,1,0,1,0.00602698,Cash,0.07477,1625,1
Avoyelles,Martin Rabalais,"Avoyelles, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,20,F,Elizabeth Robinson,Negro,3/1/1859,2,0,2,0,Cash and Credit,0,1425,2
New Orleans,James Dick Hill,"New Orleans, LA",LA,New Orleans,Peyton W. Reynolds,"New Orleans, LA",LA,46,F,Jane,Negro,2/23/1859,1,0,1,0.00602698,Cash,0.07477,400,1
New Orleans,Gustave Miltonberger,"New Orleans, LA",LA,New Orleans,James M. Putnam,"New Orleans, LA",LA,34,M,Wilcher,Negro,2/26/1859,1,0,1,0.00602698,Cash,0.07477,1320,1
Unknown,Hugh Cassidy,"Unknown, Unknown",Unknown,Unknown,Rowald McCollum,"Unknown, Unknown",Unknown,22,F,Ann,Mulatto,2/28/1859,1,0,1,0.00602698,Cash,0.07477,1100,1
New Orleans,Anthony Dufourges Voisin,"New Orleans, LA",LA,New Orleans,Joseph Gustave Lallande,"New Orleans, LA",LA,50,F,Sally,Negro,2/28/1859,6,0,6,0.00602698,Cash,0.07477,2200,1
New Orleans,Helen Parmele Littlefield,"New Orleans, LA",LA,New Orleans,Josephine Waldo,"New Orleans, LA",LA,32,M,Stephen,Negro,3/3/1859,1,0,1,0.00602698,Barter,0.07477,1000,1
New Orleans,Dorothee Emilie Josephine Aynaud,"New Orleans, LA",LA,New Orleans,Isaac Hart Jr.,"New Orleans, LA",LA,38,F,Minerva,Negro,3/4/1859,1,0,1,0.00602698,Cash,0.07477,750,1
St. Landry,Joseph Casimir le Blanc,"St. Landry, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,15,F,Jane Morriss,Negro,3/2/1859,1,0,1,0.00602698,Cash,0.07477,1400,1
New Orleans,Wright Field Vredenburgh,"New Orleans, LA",LA,New Orleans,Carmelite Coca,"New Orleans, LA",LA,37,F,Eliza Ann,Mulatto,3/4/1859,1,1,2,0.00602698,Cash,0.07477,3000,1
New Orleans,Harriet P.  Williams,"New Orleans, LA",LA,Montgomery,Nathaniel Patton,"Montgomery, MO",MO,45,F,Milley,Negro,3/4/1859,7,0,7,0.00587886,Cash and Credit,0.07287264,4140,1
New Orleans,Henry Hirsch,"New Orleans, LA",LA,Fayette,Abraham B. Colwell,"Fayette, KY",KY,27,M,Lewis,Negro,3/3/1859,1,0,1,0.00602698,Cash,0.07477,800,1
Lafourche,Leonard Lesseigne,"Lafourche, LA",LA,Macon,Charles Francis Stubbs,"Macon, GA",GA,19,M,Prosper,Negro,3/4/1859,1,0,1,0.006173291,Credit,0.0766472,1550,1
Issequana,Evans Jones  Harvey,"Issequana, MS",MS,Boone,Henry Edgar Moore,"Boone, MO",MO,21,M,Dick,Negro,3/5/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
Issequana,William  Myers,"Issequana, MS",MS,Nashville,William L. Boyd Jr.,"Nashville, TN",TN,20,F,Caroline,Negro,3/3/1859,1,0,1,0.006202525,Credit,0.07702264,975,1
Issequana,Evans Jones  Harvey,"Issequana, MS",MS,Nashville,William L.  Boyd Jr.,"Nashville, TN",TN,21,M,Jack,Negro,3/5/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
Assumption,"Benjamin G., Joseph D. Davenport, Ford","Assumption, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,22,M,Nelson Hardin,Negro,3/3/1859,3,0,3,0.00602698,Cash,0.07477,1600,3
Jackson,John B. Wilder,"Jackson, LA",LA,New Orleans,Richard Marion Owings,"New Orleans, LA",LA,20,M,Landsey,Griff,3/4/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
New Orleans,Daniel Jex,"New Orleans, LA",LA,New Orleans,Simeon E.  Buford,"New Orleans, LA",LA,26,F,Brunette,Mulatto,3/3/1859,1,2,3,0.00602698,Cash,0.07477,2000,1
New Orleans,Henry  Fullsen,"New Orleans, LA",LA,New Orleans,Adolphe Antoine Gilly,"New Orleans, LA",LA,23,F,Eliza,Griff,3/3/1859,1,2,3,0.00602698,Cash,0.07477,1500,1
Plaquemines,Anders Hidman,"Plaquemines, LA",LA,New Orleans,Simeon E.  Buford,"New Orleans, LA",LA,34,F,Judy/Lucy Ann,Negro,3/5/1859,2,3,5,0.00602698,Cash,0.07477,2150,2
New Orleans,Smithson Higgenbotham Davis Jr.,"New Orleans, LA",LA,New Orleans,Henry Hirsch,"New Orleans, LA",LA,34,M,Francois/Garcon,Negro,3/4/1859,1,0,1,0.00602698,Cash,0.07477,1475,1
New Orleans,Simeon E. Buford,"New Orleans, LA",LA,St. Tammany,Jose Colomer,"St. Tammany, LA",LA,40,F,Betsy,Negro,3/3/1859,1,0,1,0.00602698,Cash,0.07477,600,1
New Orleans,Simeon E. Buford,"New Orleans, LA",LA,New Orleans,Josephine Morgan,"New Orleans, LA",LA,20,F,Julia,Negro,3/5/1859,1,0,1,0.00602698,"Exchange, Cash",0.07477,1200,1
New Orleans,Josephine Morgan,"New Orleans, LA",LA,New Orleans,Simeon E. Buford,"New Orleans, LA",LA,40,F,Betsy,Negro,3/5/1859,1,0,1,0.00602698,"Exchange, Cash",0.07477,900,1
Rapides,Gervais Baillio,"Rapides, LA",LA,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,28,M,Josiah,Mulatto,3/21/1859,4,0,4,0.00602698,Cash,0.07477,1500,4
New Orleans,Clayton Tiffin,"New Orleans, LA",LA,New Orleans,"Abraham P., Eleanore Gorsuch","New Orleans, LA",LA,24,M,William,Griff,2/26/1859,1,0,1,0.005790818,Cash and Credit,0.07174632,900,1
New Orleans,Henry Hodges,"New Orleans, LA",LA,New Orleans,Smithson Higgenbotham Davis Jr.,"New Orleans, LA",LA,36,F,Caroline,Griff,3/5/1859,1,0,1,0.005790818,Cash and Credit,0.07174632,800,1
New Orleans,Joseph Duclosel Olivier,"New Orleans, LA",LA,New Orleans,Felicite Phelonise Grevemberg,"New Orleans, LA",LA,50,M,Fernand,Negro,2/4/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Mary  Waterman,"New Orleans, LA",LA,Tensas,M. P. Griffing,"Tensas, LA",LA,46,F,Charity,Negro,2/17/1859,1,0,1,0.00602698,Cash,0.07477,450,1
Unknown,Pierre Adolphe Rost,"Unknown, Unknown",Unknown,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,40,F,Julia Bond,Negro,2/18/1859,9,0,9,0.00602698,Cash,0.07477,750,9
Jefferson,Francis Dugue Jr.,"Jefferson, LA",LA,New Orleans,Terrence Firmin Levasseur,"New Orleans, LA",LA,38,F,Sarah,Negro,3/7/1859,1,0,1,0,Credit,0,750,1
New Orleans,Henry Hirsch,"New Orleans, LA",LA,St. James,Emilie  Jourdain,"St. James, LA",LA,17,F,Summerville/Francine,Negro,3/9/1859,1,0,1,0.00602698,Cash,0.07477,1150,1
New Orleans,William M. Smith,"New Orleans, LA",LA,New Orleans,Thomas John Pipkin,"New Orleans, LA",LA,22,F,Caroline,Black,3/7/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Adolphe Jean Lacroix,"New Orleans, LA",LA,Nashville,William L. Boyd Jr.,"Nashville, TN",TN,45,F,Harriet,Mulatto,3/9/1859,1,0,1,0.00602698,Cash,0.07477,395,1
New Orleans,"Charles, Thomas Charles Gross, Payan","New Orleans, LA",LA,New Orleans,Eugene Rousseau,"New Orleans, LA",LA,21,M,Sam/Augustin,Negro,3/9/1859,1,0,1,0.00602698,Cash,0.07477,1600,1
St. James,Joseph  Cambre,"St. James, LA",LA,New Orleans,Henry M. Templeman,"New Orleans, LA",LA,16,M,Andrew Jackson,Negro,3/8/1859,1,0,1,0.00602698,Cash,0.07477,1325,1
New Orleans,John  Shields,"New Orleans, LA",LA,Unknown,Marie Aminthe Boissiere,"Unknown, Unknown",Unknown,20,F,Harriet,Negro,3/8/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,August Couturie,"New Orleans, LA",LA,New Orleans,Marie Agathe Zeringue,"New Orleans, LA",LA,43,F,Sophia Carol,Unknown,3/8/1859,1,0,1,0.00602698,Cash,0.07477,750,1
Unknown,Jean Pardo,"Unknown, Unknown",Unknown,Unknown,Ambroise Pardo,"Unknown, Unknown",Unknown,32,M,Tom Webb,Negro,11/27/1858,2,0,2,0.005790818,Cash and Credit,0.07174632,670,2
New Orleans,"Jules, Jean Baptiste Blineau","New Orleans, LA",LA,New Orleans,Henry Rodriguez,"New Orleans, LA",LA,22,M,John Bull,Mulatto,3/11/1859,1,0,1,0.00602698,Cash,0.07477,1425,1
New Orleans,Norbert Vignie,"New Orleans, LA",LA,New Orleans,Eldridge Loftin,"New Orleans, LA",LA,27,M,Charles,Negro,3/9/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,1700,1
New Orleans,Gerard  Stith,"New Orleans, LA",LA,New Orleans,James  McIntosh,"New Orleans, LA",LA,19,M,Joe,Negro,2/17/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
Jefferson,Francois Degue Jr.,"Jefferson, LA",LA,New Orleans,Joseph Paturzo,"New Orleans, LA",LA,20,M,Lami,Negro,3/7/1859,1,0,1,0.00602698,Cash,0.07477,1180,1
Iberville,Theodore Sigur,"Iberville, LA",LA,New Orleans,McGuilvery George Washington Jones Bell,"New Orleans, LA",LA,21,F,Sarah Elizabeth,Negro,3/7/1859,1,1,2,0.006202525,Credit,0.07702264,1415,1
New Orleans,William Alfred Freret,"New Orleans, LA",LA,St. Mary,Alcee H. Rentrop,"St. Mary, LA",LA,40,M,Spencer,Negro,2/19/1859,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,Mary Jane Brinkman,"New Orleans, LA",LA,New Orleans,Hiram Morgan,"New Orleans, LA",LA,28,M,Lewis,Negro,3/9/1859,1,0,1,0.005761452,Cash and Credit,0.07137088,900,1
New Orleans,Conrad  Sivers,"New Orleans, LA",LA,Montgomery,John H. Murphy & Co Unknown,"Montgomery, AL",AL,34,M,Frank,Negro,2/16/1859,1,0,1,0.00602698,Cash,0.07477,2100,1
Plaquemines,Henry Dark,"Plaquemines, LA",LA,Fluvanna,Robert Richardson,"Fluvanna, VA",VA,22,M,Lewis,Negro,3/10/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
St. James,Pierre Leonille Webre,"St. James, LA",LA,New Orleans,Joseph Bruin,"New Orleans, LA",LA,11,F,Emily Flournoy,Negro,3/12/1859,1,0,1,0.00602698,Cash,0.07477,915,1
St. John,Cornelius Young,"St. John, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,30,M,John,Negro,3/12/1859,1,0,1,0.00602698,Cash,0.07477,1395,1
Unknown,Valerian Choppin,"Unknown, Unknown",Unknown,Unknown,John W. Hall,"Unknown, Unknown",Unknown,28,M,Calvin,Negro,3/7/1859,1,0,1,0.00602698,Cash,0.07477,1190,1
Iberville,Nathaniel Cropper,"Iberville, LA",LA,Davidson,Robert Henry Elam,"Davidson, TN",TN,13,F,Julia,Griff,3/10/1859,1,0,1,0.006202525,Credit,0.07702264,1075,1
Iberville,Euphrosine Celeste Brunet,"Iberville, LA",LA,Lexington,Matthew F. Neisbit,"Lexington, MS",MS,17,M,Alexander,Griff,3/10/1859,1,0,1,0.006202525,Credit,0.07702264,1400,1
Iberville,Euphrosine Celeste Brunet,"Iberville, LA",LA,New Orleans,John Summerby Merrill,"New Orleans, LA",LA,32,M,Madison,Negro,3/10/1859,1,0,1,0.006202525,Credit,0.07702264,1175,1
New Orleans,Jose Rabell,"New Orleans, LA",LA,New Orleans,John Summerby Merrill,"New Orleans, LA",LA,9,F,Lucy,Griff,3/10/1859,1,0,1,0.00602698,Cash,0.07477,680,1
St. Landry,Lydia E. Moore,"St. Landry, LA",LA,Mobile,B. Tardy & Co. Unknown,"Mobile, AL",AL,32,F,Phoebe,Negro,3/12/1859,1,0,1,0.00602698,Cash,0.07477,890,1
St. John,Jacques Massicot,"St. John, LA",LA,New Orleans,Charles Arroyo,"New Orleans, LA",LA,28,M,Moses,Negro,3/12/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
New Orleans,Riviere Gardere,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,23,F,Alice Taylor,Griff,3/12/1859,1,1,2,0.00602698,Cash,0.07477,1700,1
Unknown,Marcus Nicholas Rodovich,"Unknown, Unknown",Unknown,Unknown,John W. Hall,"Unknown, Unknown",Unknown,28,M,Argile,Negro,3/7/1859,1,0,1,0.00602698,Cash,0.07477,1055,1
New Orleans,Marie Martha Delzira Bienvenu,"New Orleans, LA",LA,New Orleans,Stamaty Covas,"New Orleans, LA",LA,23,F,Armides,Negro,3/9/1859,1,1,2,0.00602698,Cash,0.07477,1800,1
St. Mary,John  Wooten,"St. Mary, LA",LA,New Orleans,John J. Glasscock,"New Orleans, LA",LA,26,F,Barbara Ann,Mulatto,3/14/1859,1,0,1,0.00602698,Cash,0.07477,250,1
New Orleans,Joseph Trotot,"New Orleans, LA",LA,New Orleans,Henry Rodriguez,"New Orleans, LA",LA,27,M,Bill/William/Mitchelll,Negro,3/15/1859,1,0,1,0.00602698,Cash,0.07477,1450,1
New Orleans,Nicholas Mareno Benachi,"New Orleans, LA",LA,New Orleans,Henry Rodriguez,"New Orleans, LA",LA,40,M,Bob,Negro,3/15/1859,2,0,2,0.005966817,Cash and Credit,0.07399896,905,2
Unknown,Drury Allen Harris,"Unknown, Unknown",Unknown,Unknown,John W. Hall,"Unknown, Unknown",Unknown,29,M,Jack/Jackson,Negro,3/7/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Jean Felix Edouard Dussumier,"New Orleans, LA",LA,New Orleans,Adelaide Vinot,"New Orleans, LA",LA,16,F,Frances,Mulatto,3/7/1859,1,1,2,0.00602698,Cash,0.07477,1150,1
New Orleans,Marie Adelise le Breton,"New Orleans, LA",LA,New Orleans,James Peter Freret,"New Orleans, LA",LA,29,M,Adams,Negro,3/14/1859,1,0,1,0.005761452,Cash and Credit,0.07137088,1200,1
New Orleans,James E. Zunts,"New Orleans, LA",LA,Ratherford,Elijah Cox,"Ratherford, TN",TN,17,F,Elizabeth Frances,Negro,3/12/1859,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,William J. Popham,"New Orleans, LA",LA,New Orleans,John George Weber,"New Orleans, LA",LA,42,F,Celia,Negro,3/14/1859,1,1,2,0.00602698,Cash,0.07477,915,1
Madison,Malcolm Wallis,"Madison, LA",LA,New Orleans,Valentine Seviere Goodin,"New Orleans, LA",LA,20,M,Brimmun,Black,1/7/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
Jefferson,Theodore Soniat Dufossat,"Jefferson, LA",LA,Unknown,Josephine Emma Bermudez,"Unknown, Unknown",Unknown,15,F,Modeste,Negro,3/18/1859,1,0,1,0.005790818,Cash and Credit,0.07174632,1150,1
New Orleans,Lucien Constant Adams,"New Orleans, LA",LA,New Orleans,Barbe Thevenot,"New Orleans, LA",LA,16,F,Jeanne,Griff,1/29/1857,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Alfred Kearny,"New Orleans, LA",LA,New Orleans,Josette Bundy,"New Orleans, LA",LA,43,F,Liddy,Black,3/9/1859,1,0,1,0.00602698,Cash,0.07477,600,1
New Orleans,Peter S. Sutphen,"New Orleans, LA",LA,New Orleans,"E.N., James Collins, Calder","New Orleans, LA",LA,27,M,Joseph Drigs,Negro,3/15/1859,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,Elie Farault Lavillebeurre,"New Orleans, LA",LA,Richmond,Jeremiah  Smith,"Richmond, VA",VA,18,F,Catherine,Negro,3/16/1859,1,0,1,0.00602698,Cash,0.07477,1500,1
Orleans,Napoleon B. Baker,"Orleans, LA",LA,Plaquemines,"Cyrus, Michael R. Morgan","Plaquemines, LA",LA,11,M,Taylor,Negro,3/16/1859,1,0,1,0.00602698,Cash,0.07477,950,1
St. James,Valerian Choppin,"St. James, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,21,F,Sarah Ann,Negro,3/14/1859,5,0,5,0.00602698,Cash,0.07477,1410,5
Unknown,Adolphus Bruenn,"Unknown, Unknown",Unknown,Unknown,Sargent Pratt,"Unknown, Unknown",Unknown,25,M,Pockett,Black,3/14/1859,1,0,1,0.00602698,Cash,0.07477,725,1
New Orleans,Dumia Bivas,"New Orleans, LA",LA,New Orleans,Justin Lamarque,"New Orleans, LA",LA,20,F,Julianna,Negro,3/10/1859,1,0,1,0.00602698,Cash,0.07477,1225,1
New Orleans,John  Rist,"New Orleans, LA",LA,New Orleans,Ellen Ford,"New Orleans, LA",LA,35,F,Mary,Mulatto,3/16/1859,1,0,1,0.006202525,Credit,0.07702264,1000,1
New Orleans,John Rist,"New Orleans, LA",LA,Hickman,Robert E. Louis,"Hickman, KY",KY,40,M,Simon,Negro,3/12/1859,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,Josephine Chautard,"New Orleans, LA",LA,New Orleans,Joseph Nicholas Henry Laudun,"New Orleans, LA",LA,16,F,Zoe,Negro,3/10/1859,1,0,1,0.00602698,Cash,0.07477,700,1
New Orleans,Auguste D'hauterive Dubouclet,"New Orleans, LA",LA,St. John,George Chevalier,"St. John, LA",LA,15,F,Azelie,Negro,3/16/1859,1,0,1,0.00602698,Cash,0.07477,1150,1
New Orleans,Louis Henry Pilier,"New Orleans, LA",LA,New Orleans,Valsin Brou Jr.,"New Orleans, LA",LA,19,F,Madeline,Negro,3/7/1859,1,1,2,0.00587886,Cash and Credit,0.07287264,1100,1
New Orleans,Amenaide Honorine Brou,"New Orleans, LA",LA,New Orleans,Valsin Brou Jr.,"New Orleans, LA",LA,20,F,Marie Louise,Negro,3/7/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,1525,1
New Orleans,John B. Pigniola,"New Orleans, LA",LA,New Orleans,William A. Chambers,"New Orleans, LA",LA,27,M,William,Negro,12/11/1858,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Victoria L.  Nixon,"New Orleans, LA",LA,New Orleans,John  Rist,"New Orleans, LA",LA,30,F,Jeannette,Negro,3/25/1859,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Charles J.  Wash,"New Orleans, LA",LA,New Orleans,Charlotte Adelaide Michel,"New Orleans, LA",LA,-1,F,Sylvanie,Unknown,3/21/1859,1,0,1,0.00602698,Cash,0.07477,500,1
New Orleans,Dominique Lanata,"New Orleans, LA",LA,New Orleans,Paul Juge Son & Co Unknown,"New Orleans, LA",LA,31,F,Pauline,Negro,12/30/1858,1,1,2,0.00602698,Cash,0.07477,1200,1
New Orleans,Henry  Bidwell,"New Orleans, LA",LA,New Orleans,Victoria L.  Nixon,"New Orleans, LA",LA,22,F,Loretta,Negro,3/24/1859,1,4,5,0.00587886,Cash and Credit,0.07287264,2200,1
Bossier,Michael  Lattier,"Bossier, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,-1,M,Francis,Negro,3/25/1859,1,0,1,0.00602698,Cash,0.07477,1600,1
New Orleans,John  Gale,"New Orleans, LA",LA,New Orleans,Benjamin R. Warner,"New Orleans, LA",LA,15,F,Frances,Negro,3/25/1859,1,0,1,0.00602698,Cash,0.07477,1080,1
New Orleans,Abby Welch,"New Orleans, LA",LA,New Orleans,Pauline Adrienne Boyle,"New Orleans, LA",LA,42,F,Harriet,Negro,3/25/1859,4,0,4,0.00602698,Cash,0.07477,4000,1
New Orleans,Adolphus Bruenn,"New Orleans, LA",LA,New Orleans,John Henry Murdy,"New Orleans, LA",LA,18,F,Jane,Negro,3/19/1859,1,0,1,0.00602698,Cash,0.07477,500,1
Caddo,Richard W. Godwin,"Caddo, LA",LA,Richmond,Jeremiah  Smith,"Richmond, VA",VA,17,M,Anthony,Negro,3/25/1859,4,0,4,0.00602698,Cash,0.07477,1650,4
New Orleans,Leonard Miller,"New Orleans, LA",LA,New Orleans,John K.  Collins,"New Orleans, LA",LA,33,F,Charlotte,Negro,3/24/1859,1,0,1,0.00587886,Cash and Credit,0.07287264,475,1
New Orleans,Romagossa & Magi Unknown,"New Orleans, LA",LA,New Orleans,Magin Puig,"New Orleans, LA",LA,18,F,Odile,Negro,3/22/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
Bossier,Adolphe Lattier,"Bossier, LA",LA,Gibson,William  Chapman,"Gibson, TN",TN,22,F,Jane,Negro,3/24/1859,1,0,1,0.00602698,Cash,0.07477,1300,1
New Orleans,Charles Octave Flechier,"New Orleans, LA",LA,Unknown,William Edmund Murphy,"Unknown, France",France,45,M,John,Negro,3/25/1859,1,0,1,0.00602698,Cash,0.07477,500,1
New Orleans,Marcelin Beyle,"New Orleans, LA",LA,Thibodeaux,Kitridge & Ewing  Unknown,"Thibodeaux, LA",LA,26,M,Frank,Negro,3/12/1859,1,0,1,0.00602698,Cash,0.07477,500,1
New Orleans,West Renshaw and Cammack Unknown,"New Orleans, LA",LA,Vicksburg,"Brown, Johnston & Co Unknown","Vicksburg, MS",MS,60,F,Cillia,Negro,3/25/1859,55,0,55,0.00602698,Cash,0.07477,37820.65,1
New Orleans,Francois Frilot,"New Orleans, LA",LA,New Orleans,Charles V. Jonte,"New Orleans, LA",LA,27,F,Marie Rose,Mulatto,1/28/1859,1,0,1,0.00602698,Cash,0.07477,260,1
DeSoto,Henry Phillips,"DeSoto, LA",LA,Rapides,William Bailey,"Rapides, LA",LA,12,F,Mary,Negro,3/19/1859,1,0,1,0.006202525,Credit,0.07702264,800,1
New Orleans,Dominique Bouligny,"New Orleans, LA",LA,St. James,Louisa Conway,"St. James, LA",LA,38,M,Dennis,Negro,3/21/1859,2,0,2,0.006202525,Credit,0.07702264,1400,2
New Orleans,Henry E. Spearing,"New Orleans, LA",LA,New Orleans,James M. Putnam,"New Orleans, LA",LA,40,F,Rose,Negro,3/25/1859,3,0,3,0.00602698,Cash,0.07477,1000,3
New Orleans,Sydney Story,"New Orleans, LA",LA,New Orleans,John  Nixon,"New Orleans, LA",LA,21,M,Tom,Mulatto,3/29/1859,1,0,1,0.00602698,Cash,0.07477,1250,1
New Orleans,Henry Hirsch,"New Orleans, LA",LA,Memphis,Thomas Lafayette Lloyd,"Memphis, TN",TN,14,F,Jane,Negro,3/30/1859,1,0,1,0.00602698,Cash,0.07477,990,1
New Orleans,Andre Dotremont Doriocourt,"New Orleans, LA",LA,New Orleans,Agnes Maurice,"New Orleans, LA",LA,24,F,Ursule,Negro,2/3/1859,1,1,2,0.00587886,Cash and Credit,0.07287264,1300,1
New Orleans,Isidore Calac,"New Orleans, LA",LA,New Orleans,Mary Carolan,"New Orleans, LA",LA,30,F,Celestine,Negro,3/31/1859,1,1,2,0.00602698,Cash,0.07477,975,1
Unknown,Sarah  Potee,"Unknown, Unknown",Unknown,Sumner,John Kirkpatrick Taylor,"Sumner, TN",TN,21,F,Martha,Negro,3/30/1859,1,0,1,0.00602698,Cash,0.07477,800,1
Unknown,Paul  Mouchon,"Unknown, Unknown",Unknown,Unknown,Jean Baptiste Fleitas,"Unknown, Unknown",Unknown,43,F,Celestine,Negro,3/21/1859,1,0,1,0.00602698,Cash,0.07477,475,1
New Orleans,George W. Race,"New Orleans, LA",LA,Nashville,William L. Boyd Jr.,"Nashville, TN",TN,33,F,Mary Hall,Negro,3/31/1859,1,1,2,0.00602698,Cash,0.07477,1200,1
