OrderNumber,Sales Channel,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost,Customer_Names,City_Name,County,State,Type,Latitude,Longitude,AreaCode,Population,Household_Income,Median_Income,Land_Area,Water_Area,Time_Zone,Product_Name,Sales_Team,Region,Procured_Year,Order_Year,Order_Month,Month,Order_Month_Name,Supply Duration,Sales
SO - 0001040,In-Store,2018-04-10,2018-09-17,2018-09-21,2018-10-01,5,34,244,5,7,0.2,5728.5,3322.5299999999997,OUR Ltd,Jersey City,Hudson County,New Jersey,City,40.72816,-74.07764,551,264290,99058,59537,38318201,16417392,America/New York,Bathroom Furniture,Stephen Payne,South,2018,2018,9,April,September,14,40099.5
SO - 0002342,In-Store,2018-10-27,2019-02-14,2019-02-24,2019-02-28,5,13,182,5,3,0.075,3685.0,1731.9499999999998,Ole Group,Center,Marion County,Indiana,Township,39.77485,-86.13949,317,147837,59947,27572,108522566,2102238,America/Indiana/Indianapolis,Bathroom Furniture,Stephen Payne,South,2018,2019,2,October,February,14,11055.0
SO - 0003183,In-Store,2019-02-04,2019-05-27,2019-06-07,2019-06-16,5,17,207,5,1,0.05,1011.7,485.616,Pure Group,Cambridge,Middlesex County,Massachusetts,City,42.3751,-71.10561,857,110402,43801,79416,16556713,1861901,America/New York,Bathroom Furniture,Stephen Payne,South,2019,2019,5,February,May,20,1011.7
SO - 0006175,In-Store,2020-03-10,2020-05-22,2020-05-30,2020-06-05,5,42,242,5,7,0.05,261.3,151.554,Llorens Ltd,Edison,Middlesex County,New Jersey,Township,40.50399,-74.34941,848,102701,35198,90515,77862691,1630832,America/New York,Bathroom Furniture,Stephen Payne,South,2020,2020,5,March,May,14,1829.1000000000001
SO - 0005542,In-Store,2019-12-01,2020-03-05,2020-03-26,2020-03-31,5,7,12,5,5,0.075,1045.2,710.7360000000001,New Ltd,Scottsdale,Maricopa County,Arizona,City,33.50921,-111.89903,480,236839,102424,73288,476410748,1220280,America/Phoenix,Bathroom Furniture,Stephen Payne,South,2019,2020,3,December,March,26,5226.0
SO - 0005468,In-Store,2019-12-01,2020-02-25,2020-03-09,2020-03-12,5,47,290,5,5,0.05,1125.6000000000001,495.26400000000007,Niconovum Corp,Hillsboro,Washington County,Oregon,City,45.52289,-122.98983,503,102347,35284,67757,64707200,31207,America/Los Angeles,Bathroom Furniture,Stephen Payne,South,2019,2020,2,December,February,16,5628.000000000001
SO - 000551,Distributor,2018-04-10,2018-07-22,2018-08-13,2018-08-18,22,40,354,12,8,0.15,2653.2000000000003,2016.4320000000002,Select ,Norfolk,Norfolk city,Virginia,City,36.84681,-76.28522,757,246393,87045,44480,137985835,111697132,America/New York,Dining Furniture,Joe Price,Northeast,2018,2018,7,April,July,27,21225.600000000002
SO - 0002560,Distributor,2019-02-04,2019-03-15,2019-03-17,2019-03-22,22,1,245,12,1,0.15,3845.8,1845.984,Avon Corp,Newark,Essex County,New Jersey,City,40.73566,-74.17237,973,281944,92675,33139,62531085,4509710,America/New York,Dining Furniture,Joe Price,Northeast,2019,2019,3,February,March,7,3845.8
SO - 0003547,Distributor,2019-05-15,2019-07-10,2019-08-05,2019-08-15,22,50,80,12,2,0.1,5279.6,3431.7400000000002,Sundial ,Stockton,San Joaquin County,California,City,37.9577,-121.29078,209,305658,92440,44797,159717213,7984586,America/Los Angeles,Dining Furniture,Joe Price,Northeast,2019,2019,7,May,July,36,10559.2
SO - 0002368,Distributor,2018-10-27,2019-02-17,2019-03-17,2019-03-27,22,5,278,12,2,0.05,5279.6,2375.82,Procter Corp,Akron,Summit County,Ohio,City,41.08144,-81.51901,330,197542,83684,34512,160659689,880527,America/New York,Dining Furniture,Joe Price,Northeast,2018,2019,2,October,February,38,10559.2
SO - 0003839,Distributor,2019-05-15,2019-08-14,2019-08-25,2019-08-27,22,9,139,12,5,0.2,1058.6000000000001,497.54200000000003,Ei ,Athens,Clarke County,Georgia,Unified Government,33.95219,-83.36715,706,123912,45389,39464,308738452,4741286,America/New York,Dining Furniture,Joe Price,Northeast,2019,2019,8,May,August,13,5293.000000000001
SO - 0002338,Distributor,2018-10-27,2019-02-14,2019-03-03,2019-03-13,22,23,248,12,3,0.075,254.6,178.22,E. Ltd,Albuquerque,Bernalillo County,New Mexico,City,35.08449,-106.65114,505,559121,222098,47030,487357375,4655624,America/Denver,Dining Furniture,Joe Price,Northeast,2018,2019,2,October,February,27,763.8
SO - 0007235,Distributor,2020-06-18,2020-09-21,2020-10-11,2020-10-21,22,41,324,12,8,0.4,6492.3,3895.38,Weimei Corp,Irving,Dallas County,Texas,City,32.81402,-96.94889,972,236607,83649,52154,173638538,2582657,America/Chicago,Dining Furniture,Joe Price,Northeast,2020,2020,9,June,September,30,51938.4
SO - 0007291,Distributor,2020-06-18,2020-09-28,2020-10-05,2020-10-10,22,16,204,9,3,0.05,214.4,177.952,"3LAB, Ltd",New Orleans,Orleans Parish,Louisiana,City,29.95465,-90.07507,504,389617,153140,36792,438799508,467299606,America/Chicago,Baseball,Joe Price,Northeast,2020,2020,9,June,September,12,643.2
SO - 0007328,Distributor,2020-06-18,2020-10-03,2020-10-15,2020-10-25,22,11,26,9,2,0.1,3912.8,2425.936,Apollo Ltd,Costa Mesa,Orange County,California,City,33.64113,-117.91867,949,113204,40908,66459,40723584,211253,America/Los Angeles,Baseball,Joe Price,Northeast,2020,2020,10,June,October,22,7825.6
SO - 0001757,Distributor,2018-07-19,2018-12-14,2019-01-10,2019-01-11,22,46,102,9,3,0.05,1098.8,747.184,U.S. Ltd,Westminster,Jefferson County/Adams County,Colorado,City,39.88219,-105.06443,303,113130,42239,67081,82177513,6010635,America/Denver,Baseball,Joe Price,Northeast,2018,2018,12,July,December,28,3296.3999999999996
SO - 0005389,Distributor,2019-12-01,2020-02-18,2020-02-22,2020-03-02,22,10,54,6,5,0.1,5065.2,2785.86,21st Ltd,Oceanside,San Diego County,California,City,33.19587,-117.37948,760,175691,60493,57703,106841893,2392242,America/Los Angeles,Computers,Joe Price,Northeast,2019,2020,2,December,February,13,25326.0
SO - 0005589,Distributor,2019-12-01,2020-03-11,2020-03-29,2020-04-07,22,3,137,6,5,0.075,234.5,194.635,"Elorac, Corp",Tampa,Hillsborough County,Florida,City,27.94752,-82.45843,813,369075,142232,44185,293748385,160056620,America/New York,Computers,Joe Price,Northeast,2019,2020,3,December,March,27,1172.5
SO - 000222,Distributor,2018-04-10,2018-06-14,2018-06-28,2018-07-06,22,38,39,6,7,0.05,958.1,795.223,Ascend Ltd,Garden Grove,Orange County,California,City,33.77391,-117.94145,657,175393,46998,58449,46508935,45894,America/Los Angeles,Computers,Joe Price,Northeast,2018,2018,6,April,June,22,6706.7
SO - 0002889,Distributor,2019-02-04,2019-04-25,2019-05-20,2019-05-27,22,7,60,6,4,0.05,1742.0,1167.14,New Ltd,Pomona,Los Angeles County,California,City,34.05529,-117.75228,909,153266,39378,49186,59446734,26188,America/Los Angeles,Computers,Joe Price,Northeast,2019,2019,4,February,April,32,6968.0
SO - 000564,Distributor,2018-04-10,2018-07-24,2018-08-10,2018-08-15,22,27,41,6,5,0.075,857.6,394.49600000000004,Wuxi Group,Hayward,Alameda County,California,City,37.66882,-122.0808,510,158289,46713,65096,117943767,47363956,America/Los Angeles,Computers,Joe Price,Northeast,2018,2018,7,April,July,22,4288.0
SO - 0007308,Distributor,2020-06-18,2020-10-01,2020-10-10,2020-10-16,22,24,269,35,5,0.4,1085.4,510.13800000000003,Burt's Corp,Oyster Bay,Nassau County,New York,Town,40.80049,-73.51056,516,298768,98509,112162,268689279,170041808,America/New York,Table Linens,Joe Price,Northeast,2020,2020,10,June,October,15,5427.0
SO - 0006236,Distributor,2020-03-10,2020-05-28,2020-06-03,2020-06-04,22,41,343,35,1,0.05,6385.1,2745.5930000000003,Weimei Corp,Waco,McLennan County,Texas,City,31.54933,-97.14667,254,132356,46719,33147,230561142,31850141,America/Chicago,Table Linens,Joe Price,Northeast,2020,2020,5,March,May,7,6385.1
SO - 000588,Distributor,2018-04-10,2018-07-26,2018-08-21,2018-08-27,22,9,104,35,7,0.2,3932.9,2989.004,Ei ,Bridgeport (Town),Fairfield County,Connecticut,Town,41.18739,-73.19576,203,147629,50367,41801,41591056,8721419,America/New York,Table Linens,Joe Price,Northeast,2018,2018,7,April,July,32,27530.3
SO - 0003710,Distributor,2019-05-15,2019-07-31,2019-08-27,2019-08-31,22,35,152,35,7,0.05,2418.7000000000003,1547.9680000000003,Amylin Group,Aurora (Township),Kane County,Illinois,Township,41.76887,-88.31893,630,148308,44798,49797,89841331,1727843,America/Chicago,Table Linens,Joe Price,Northeast,2019,2019,7,May,July,31,16930.9
SO - 0006650,Distributor,2020-03-10,2020-07-15,2020-07-19,2020-07-23,22,21,27,35,3,0.05,5306.400000000001,3130.7760000000003,Ohio ,Daly City,San Mateo County,California,City,37.70583,-122.46194,650,106562,31137,74449,19788422,0,America/Los Angeles,Table Linens,Joe Price,Northeast,2020,2020,7,March,July,8,15919.2
SO - 0005837,Distributor,2019-12-01,2020-04-10,2020-04-16,2020-04-18,22,41,339,26,8,0.075,1246.2,660.4860000000001,Weimei Corp,San Angelo,Tom Green County,Texas,City,31.46377,-100.43704,325,100450,36409,44802,155255892,5940332,America/Chicago,Candles,Joe Price,Northeast,2019,2020,4,December,April,8,9969.6
SO - 0005150,Distributor,2019-12-01,2020-01-20,2020-01-23,2020-01-27,22,50,79,26,6,0.1,1125.6000000000001,607.8240000000001,Sundial ,Simi Valley,Ventura County,California,City,34.26945,-118.78148,805,126788,41972,90210,107421127,1984799,America/Los Angeles,Candles,Joe Price,Northeast,2019,2020,1,December,January,7,6753.6
SO - 0007203,Distributor,2020-06-18,2020-09-19,2020-10-06,2020-10-12,22,46,218,26,3,0.4,2579.5,1315.545,U.S. Ltd,Warren,Macomb County,Michigan,City,42.49982,-83.00549,586,135358,53493,43523,89052398,191291,America/Detroit,Candles,Joe Price,Northeast,2020,2020,9,June,September,23,7738.5
SO - 0006510,Distributor,2020-03-10,2020-06-30,2020-07-21,2020-07-30,22,17,312,26,4,0.075,234.5,157.115,Pure Group,Brownsville,Cameron County,Texas,City,25.90175,-97.49748,956,183887,51563,32894,343092656,35763836,America/Chicago,Candles,Joe Price,Northeast,2020,2020,6,March,June,30,938.0
SO - 000105,Distributor,2018-04-10,2018-05-31,2018-06-16,2018-06-26,22,49,111,26,8,0.1,1822.4,1476.1440000000002,Bare ,Waterbury,New Haven County,Connecticut,City,41.55815,-73.0515,203,108802,40213,40467,73880017,1086045,America/New York,Candles,Joe Price,Northeast,2018,2018,5,April,May,26,14579.2
SO - 0001002,Distributor,2018-04-10,2018-09-13,2018-09-24,2018-09-30,22,28,360,26,6,0.15,5259.5,4102.41,Dharma Ltd,Renton,King County,Washington,City,47.48288,-122.21707,425,100242,37994,64802,60663567,511360,America/Los Angeles,Candles,Joe Price,Northeast,2018,2018,9,April,September,17,31557.0
SO - 0005177,Distributor,2019-08-23,2020-01-23,2020-01-27,2020-01-29,22,19,97,2,8,0.2,1065.3,532.65,Qualitest ,Greeley,Weld County,Colorado,City,40.42331,-104.70913,970,100883,33774,48813,123893579,314890,America/Denver,Photo Frames,Joe Price,Northeast,2019,2020,1,August,January,6,8522.4
SO - 0007597,Distributor,2020-06-18,2020-11-01,2020-11-26,2020-12-02,22,2,316,2,8,0.075,1132.3,951.132,WakeFern ,Dallas,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,Texas,City,32.79333,-96.76651,972,1300092,477249,43781,882933616,113644009,America/Chicago,Photo Frames,Joe Price,Northeast,2020,2020,11,June,November,31,9058.4
SO - 0004246,Distributor,2019-05-15,2019-10-04,2019-10-07,2019-10-17,22,26,328,2,7,0.4,1943.0,1029.79,Mylan Corp,Lubbock,Lubbock County,Texas,City,33.57786,-101.85517,806,249042,90433,44648,322793416,2955879,America/Chicago,Photo Frames,Joe Price,Northeast,2019,2019,10,May,October,13,13601.0
SO - 0003558,Distributor,2019-02-04,2019-07-12,2019-08-03,2019-08-13,22,5,153,2,7,0.1,3189.2000000000003,2423.7920000000004,Procter Corp,Bloomingdale (Township),DuPage County,Illinois,Township,41.94563,-88.08462,630,113024,40097,68474,88284784,3206299,America/Chicago,Photo Frames,Joe Price,Northeast,2019,2019,7,February,July,32,22324.4
SO - 0006217,Distributor,2020-03-10,2020-05-26,2020-06-21,2020-07-01,22,23,60,2,4,0.1,3430.4,2401.2799999999997,E. Ltd,Pomona,Los Angeles County,California,City,34.05529,-117.75228,909,153266,39378,49186,59446734,26188,America/Los Angeles,Photo Frames,Joe Price,Northeast,2020,2020,5,March,May,36,13721.6
SO - 0002418,Distributor,2018-10-27,2019-02-23,2019-03-10,2019-03-14,22,35,31,2,2,0.075,3953.0,2292.74,Amylin Group,Elk Grove,Sacramento County,California,City,38.4088,-121.37162,916,166913,49316,79487,109287233,120267,America/Los Angeles,Photo Frames,Joe Price,Northeast,2018,2019,2,October,February,19,7906.0
SO - 0006594,Distributor,2020-03-10,2020-07-09,2020-07-27,2020-07-31,22,1,105,2,6,0.1,3845.8,2076.7320000000004,Avon Corp,Hartford,Hartford County,Connecticut,City,41.76371,-72.68509,959,124006,45239,30630,45016120,1748078,America/New York,Photo Frames,Joe Price,Northeast,2020,2020,7,March,July,22,23074.800000000003
SO - 0005181,Distributor,2019-08-23,2020-01-23,2020-02-13,2020-02-20,22,25,227,2,7,0.4,4020.0,2613.0,Prasco Group,Jackson,Rankin County/Hinds County/Madison County,Mississippi,City,32.31583,-90.21282,769,170674,62671,32250,287614760,5655837,America/Chicago,Photo Frames,Joe Price,Northeast,2019,2020,1,August,January,28,28140.0
SO - 0001570,Distributor,2018-07-19,2018-11-22,2018-12-12,2018-12-14,22,6,102,2,6,0.1,3912.8,1956.4,"PEDIFIX, Corp",Westminster,Jefferson County/Adams County,Colorado,City,39.88219,-105.06443,303,113130,42239,67081,82177513,6010635,America/Denver,Photo Frames,Joe Price,Northeast,2018,2018,11,July,November,22,23476.800000000003
SO - 0002064,Distributor,2018-10-27,2019-01-12,2019-02-01,2019-02-09,22,6,172,45,1,0.05,6083.6,2737.6200000000003,"PEDIFIX, Corp",Proviso,Cook County,Illinois,Township,41.86472,-87.87119,708,151772,54255,53281,76908074,254,America/Chicago,Home Fragrances,Joe Price,Northeast,2018,2019,1,October,January,28,6083.6
SO - 0001365,Distributor,2018-07-19,2018-10-29,2018-11-11,2018-11-12,22,28,210,45,1,0.2,978.2,665.176,Dharma Ltd,Worcester,Worcester County,Massachusetts,City,42.26259,-71.80229,774,184815,68576,45472,96758525,2814766,America/New York,Home Fragrances,Joe Price,Northeast,2018,2018,10,July,October,14,978.2
SO - 0007749,Distributor,2020-09-26,2020-11-19,2020-11-25,2020-12-02,22,36,67,45,1,0.075,683.4,362.202,O.E. Ltd,Salinas,Monterey County,California,City,36.67774,-121.6555,831,157380,40892,49840,61150707,98696,America/Los Angeles,Home Fragrances,Joe Price,Northeast,2020,2020,11,September,November,13,683.4
SO - 0005727,Distributor,2019-12-01,2020-03-29,2020-04-04,2020-04-13,22,40,196,18,4,0.05,2291.4,1695.636,Select ,Overland Park,Johnson County,Kansas,City,38.98223,-94.67079,913,186515,74830,72463,194562941,1309517,America/Chicago,Basketball,Joe Price,Northeast,2019,2020,3,December,March,15,9165.6
SO - 000895,Distributor,2018-04-10,2018-08-31,2018-09-17,2018-09-19,22,22,226,18,2,0.05,167.5,100.5,Capweld ,St. Louis,St. Louis city,Missouri,City,38.62727,-90.19789,314,315685,139555,35599,160458044,10670040,America/Chicago,Basketball,Joe Price,Northeast,2018,2018,8,April,August,19,335.0
SO - 0001904,Distributor,2018-07-19,2018-12-29,2019-01-21,2019-01-25,22,33,162,18,3,0.075,3979.8,2905.254,Trigen ,Lisle (Township),DuPage County,Illinois,Township,41.77193,-88.09209,630,119818,45377,86610,91532435,1583080,America/Chicago,Basketball,Joe Price,Northeast,2018,2018,12,July,December,27,11939.400000000001
SO - 0003562,Distributor,2019-05-15,2019-07-13,2019-07-29,2019-08-07,22,48,187,47,1,0.05,2351.7000000000003,1011.2310000000001,"Fenwal, Corp",North,Lake County,Indiana,Township,41.61329,-87.47085,219,157105,58240,44334,137725287,14822486,America/Chicago,Audio,Joe Price,Northeast,2019,2019,7,May,July,25,2351.7000000000003
SO - 0005094,Distributor,2019-12-01,2020-01-13,2020-02-10,2020-02-11,22,6,112,47,7,0.05,1005.0,673.35,"PEDIFIX, Corp",Waterbury (Town),New Haven County,Connecticut,Town,41.5585,-73.03668,203,108802,40213,40467,73880017,1086045,America/New York,Audio,Joe Price,Northeast,2019,2020,1,December,January,29,7035.0
SO - 0003476,Distributor,2019-02-04,2019-07-02,2019-07-25,2019-08-02,22,12,128,47,7,0.05,830.8000000000001,697.8720000000001,Medline ,Miramar,Broward County,Florida,City,25.98731,-80.23227,954,137132,38474,65282,76095016,4917826,America/New York,Audio,Joe Price,Northeast,2019,2019,7,February,July,31,5815.6
SO - 0004032,Distributor,2019-05-15,2019-09-08,2019-10-06,2019-10-09,22,8,240,47,6,0.2,1105.5,851.235,Medsep Group,Omaha,Douglas County,Nebraska,City,41.25861,-95.93779,402,443885,173764,49896,344973715,9140906,America/Chicago,Audio,Joe Price,Northeast,2019,2019,9,May,September,31,6633.0
SO - 0006275,Distributor,2020-03-10,2020-06-01,2020-06-23,2020-07-03,22,3,52,47,4,0.05,3805.6,1598.3519999999999,"Elorac, Corp",Norwalk,Los Angeles County,California,City,33.90224,-118.08173,562,107140,27225,59756,25145023,101802,America/Los Angeles,Audio,Joe Price,Northeast,2020,2020,6,March,June,32,15222.4
SO - 0004840,Distributor,2019-08-23,2019-12-16,2019-12-23,2020-01-02,22,13,213,47,1,0.1,3892.7000000000003,1712.7880000000002,Ole Group,Ann Arbor,Washtenaw County,Michigan,City,42.27087,-83.72633,734,117070,47179,55990,72727009,2254528,America/Detroit,Audio,Joe Price,Northeast,2019,2019,12,August,December,17,3892.7000000000003
SO - 0004191,Distributor,2019-05-15,2019-09-28,2019-10-09,2019-10-17,22,40,258,1,2,0.2,1005.0,703.5,Select ,Amherst,Erie County,New York,Town,43.01164,-78.75715,716,125109,49558,68294,137777476,1003270,America/New York,Cookware,Joe Price,Northeast,2019,2019,9,May,September,19,2010.0
SO - 0006697,Distributor,2020-03-10,2020-07-19,2020-08-05,2020-08-07,22,16,134,1,3,0.05,1313.2,577.808,"3LAB, Ltd",Spring Hill,Hernando County,Florida,CDP,28.47689,-82.52546,352,100270,39038,41308,154983928,6194314,America/New York,Cookware,Joe Price,Northeast,2020,2020,7,March,July,19,3939.6000000000004
SO - 0003992,Distributor,2019-05-15,2019-09-01,2019-09-18,2019-09-25,22,15,246,1,2,0.05,2425.4,1722.0339999999999,Rochester Ltd,Paterson,Passaic County,New Jersey,City,40.91677,-74.17181,973,147754,43037,32915,21790122,762701,America/New York,Cookware,Joe Price,Northeast,2019,2019,9,May,September,24,4850.8
SO - 0003407,Distributor,2019-02-04,2019-06-22,2019-07-05,2019-07-13,22,30,160,1,5,0.1,261.3,198.58800000000002,S.S.S. Group,Hanover,Cook County,Illinois,Township,42.02803,-88.20364,847,101296,32297,73620,86551770,624095,America/Chicago,Cookware,Joe Price,Northeast,2019,2019,6,February,June,21,1306.5
SO - 0002974,Distributor,2019-02-04,2019-05-04,2019-05-29,2019-06-02,22,14,207,1,7,0.075,1695.1000000000001,1186.57,Linde ,Cambridge,Middlesex County,Massachusetts,City,42.3751,-71.10561,857,110402,43801,79416,16556713,1861901,America/New York,Cookware,Joe Price,Northeast,2019,2019,5,February,May,29,11865.7
SO - 0005360,Distributor,2019-08-23,2020-02-15,2020-02-26,2020-03-04,22,3,284,1,7,0.05,1065.3,490.038,"Elorac, Corp",Broken Arrow,Wagoner County/Tulsa County,Oklahoma,City,36.03653,-95.781,918,106563,37246,67131,159889421,1579677,America/Chicago,Cookware,Joe Price,Northeast,2019,2020,2,August,February,18,7457.099999999999
SO - 0001785,Distributor,2018-10-27,2018-12-18,2018-12-26,2018-12-29,22,5,300,1,8,0.15,1011.7,475.49899999999997,Procter Corp,Sioux Falls,Minnehaha County/Lincoln County,South Dakota,City,43.53834,-96.732,605,171544,65538,52494,195275757,1354349,America/Chicago,Cookware,Joe Price,Northeast,2018,2018,12,October,December,11,8093.6
SO - 0005097,Distributor,2019-08-23,2020-01-14,2020-01-25,2020-02-04,22,1,4,1,1,0.075,2505.8,1954.5240000000001,Avon Corp,Montgomery,Montgomery County,Alabama,City,32.36681,-86.29997,334,200602,79866,42927,413985435,4411954,America/Chicago,Cookware,Joe Price,Northeast,2019,2020,1,August,January,21,2505.8
SO - 0003085,Distributor,2019-02-04,2019-05-15,2019-05-28,2019-06-05,22,37,303,34,8,0.05,3852.5,1695.1,AuroMedics Corp,Knoxville,Knox County,Tennessee,City,35.96064,-83.92074,865,185291,81073,34226,255161763,14631856,America/New York,Bedroom Furniture,Joe Price,Northeast,2019,2019,5,February,May,21,30820.0
SO - 0006760,Distributor,2020-03-10,2020-07-27,2020-08-10,2020-08-13,22,5,22,34,5,0.075,3095.4,1392.93,Procter Corp,Chula Vista,San Diego County,California,City,32.64,-117.08417,619,265757,78066,65185,128544440,6380135,America/Los Angeles,Bedroom Furniture,Joe Price,Northeast,2020,2020,7,March,July,17,15477.0
SO - 0001671,Distributor,2018-07-19,2018-12-04,2018-12-09,2018-12-15,22,7,92,20,2,0.075,1105.5,906.51,New Ltd,Boulder,Boulder County,Colorado,City,40.01499,-105.27055,303,107349,42165,58484,64333756,2612601,America/Denver,Bar Tools,Joe Price,Northeast,2018,2018,12,July,December,11,2211.0
SO - 0003559,Distributor,2019-05-15,2019-07-12,2019-08-01,2019-08-08,22,18,328,20,7,0.05,810.7,664.774,Eminence Corp,Lubbock,Lubbock County,Texas,City,33.57786,-101.85517,806,249042,90433,44648,322793416,2955879,America/Chicago,Bar Tools,Joe Price,Northeast,2019,2019,7,May,July,27,5674.900000000001
SO - 0006867,Distributor,2020-03-10,2020-08-10,2020-08-23,2020-08-27,22,38,336,20,6,0.05,3899.4,2573.6040000000003,Ascend Ltd,Plano,Collin County/Denton County,Texas,City,33.05077,-96.74794,972,283558,103937,83793,185617682,927319,America/Chicago,Bar Tools,Joe Price,Northeast,2020,2020,8,March,August,17,23396.4
SO - 0006419,Distributor,2020-03-10,2020-06-18,2020-07-04,2020-07-13,22,41,2,20,7,0.1,1058.6000000000001,666.9180000000001,Weimei Corp,Huntsville,Limestone County/Madison County,Alabama,City,34.69901,-86.67298,256,190582,78554,48775,552604579,3452021,America/Chicago,Bar Tools,Joe Price,Northeast,2020,2020,6,March,June,25,7410.200000000001
SO - 0006508,Distributor,2020-03-10,2020-06-29,2020-07-23,2020-07-26,22,48,228,20,1,0.05,984.9,768.222,"Fenwal, Corp",Billings,Yellowstone County,Montana,City,45.78329,-108.50069,406,110263,44092,51012,113183020,284017,America/Denver,Bar Tools,Joe Price,Northeast,2020,2020,6,March,June,27,984.9
SO - 0002487,Distributor,2018-10-27,2019-03-04,2019-03-12,2019-03-16,22,50,95,20,7,0.05,3859.2000000000003,1968.1920000000002,Sundial ,Denver,Denver County,Colorado,City,39.73915,-104.9847,303,682545,275795,53637,397133930,4225831,America/Denver,Bar Tools,Joe Price,Northeast,2018,2019,3,October,March,12,27014.4
SO - 0002413,Distributor,2018-10-27,2019-02-22,2019-03-18,2019-03-26,22,47,242,20,6,0.075,1105.5,475.365,Niconovum Corp,Edison,Middlesex County,New Jersey,Township,40.50399,-74.34941,848,102701,35198,90515,77862691,1630832,America/New York,Bar Tools,Joe Price,Northeast,2018,2019,2,October,February,32,6633.0
SO - 0007772,Distributor,2020-06-18,2020-11-21,2020-12-19,2020-12-27,22,27,121,20,4,0.075,227.8,191.352,Wuxi Group,Hialeah,Miami-Dade County,Florida,City,25.8576,-80.27811,305,237069,69219,29249,55623172,3481216,America/New York,Bar Tools,Joe Price,Northeast,2020,2020,11,June,November,36,911.2
SO - 0004905,Distributor,2019-08-23,2019-12-24,2019-12-26,2020-01-02,22,1,120,20,2,0.15,2626.4,1549.576,Avon Corp,Gainesville,Alachua County,Florida,City,29.65163,-82.32483,352,130128,47968,31818,161411152,3017660,America/New York,Bar Tools,Joe Price,Northeast,2019,2019,12,August,December,9,5252.8
SO - 0006966,Distributor,2020-06-18,2020-08-21,2020-09-08,2020-09-14,22,29,310,39,4,0.2,1025.1000000000001,420.29100000000005,"Apotheca, Ltd",Austin,Hays County/Williamson County/Travis County,Texas,City,30.30394,-97.75436,512,931830,351195,57689,809976356,17536404,America/Chicago,Floor Lamps,Joe Price,Northeast,2020,2020,8,June,August,24,4100.400000000001
SO - 0003966,Distributor,2019-05-15,2019-08-30,2019-09-23,2019-09-30,22,8,125,39,6,0.075,6478.900000000001,4664.808,Medsep Group,Lehigh Acres,Lee County,Florida,CDP,26.62535,-81.6248,941,106747,31831,40226,239916420,3912093,America/New York,Floor Lamps,Joe Price,Northeast,2019,2019,8,May,August,31,38873.4
SO - 0007388,Distributor,2020-06-18,2020-10-10,2020-10-12,2020-10-13,22,43,263,39,2,0.05,3142.3,1445.458,"Exact-Rx, Corp",Hempstead (Town),Nassau County,New York,Town,40.63396,-73.6091,516,771018,241539,94999,307389025,189288363,America/New York,Floor Lamps,Joe Price,Northeast,2020,2020,10,June,October,3,6284.6
SO - 0003824,Distributor,2019-05-15,2019-08-12,2019-08-28,2019-08-30,22,11,69,39,8,0.05,5996.5,2398.6,Apollo Ltd,San Buenaventura (Ventura),Ventura County,California,City,34.26778,-119.25421,805,109708,41029,66995,56500370,27033715,America/Los Angeles,Floor Lamps,Joe Price,Northeast,2019,2019,8,May,August,18,47972.0
SO - 000717,Distributor,2018-04-10,2018-08-10,2018-08-17,2018-08-18,22,31,69,39,1,0.075,2291.4,1581.066,Uriel Group,San Buenaventura (Ventura),Ventura County,California,City,34.26778,-119.25421,805,109708,41029,66995,56500370,27033715,America/Los Angeles,Floor Lamps,Joe Price,Northeast,2018,2018,8,April,August,8,2291.4
SO - 0002609,Distributor,2018-10-27,2019-03-22,2019-03-27,2019-03-28,22,25,122,39,3,0.05,857.6,471.68000000000006,Prasco Group,Hollywood,Broward County,Florida,City,26.0112,-80.14949,954,149728,55823,46791,70639073,8937087,America/New York,Floor Lamps,Joe Price,Northeast,2018,2019,3,October,March,6,2572.8
SO - 0003762,Distributor,2019-05-15,2019-08-05,2019-08-10,2019-08-18,22,46,306,39,3,0.075,5976.400000000001,3227.2560000000003,U.S. Ltd,Nashville,Davidson County,Tennessee,Metropolitan Government,36.16913,-86.78479,615,678889,248677,41759,1304953365,56649279,America/Chicago,Floor Lamps,Joe Price,Northeast,2019,2019,8,May,August,13,17929.2
SO - 000669,Distributor,2018-04-10,2018-08-05,2018-08-18,2018-08-26,22,49,270,16,2,0.15,1708.5,1213.0349999999999,Bare ,Queens,Queens County,New York,Borough,40.75,-73.86667,718,2339150,782664,42439,109000000,70000000,America/New York,Stemware,Joe Price,Northeast,2018,2018,8,April,August,21,3417.0
SO - 0002495,Distributor,2018-10-27,2019-03-07,2019-04-03,2019-04-08,22,39,106,16,6,0.05,1748.7,1381.4730000000002,Victory Ltd,Hartford (Town),Hartford County,Connecticut,Town,41.76593,-72.68158,959,124006,45239,30630,45016120,1748078,America/New York,Stemware,Joe Price,Northeast,2018,2019,3,October,March,32,10492.2
SO - 0006496,Distributor,2020-03-10,2020-06-27,2020-07-23,2020-07-24,22,40,208,16,6,0.05,194.3,130.181,Select ,Lowell,Middlesex County,Massachusetts,City,42.63342,-71.31617,351,110699,38489,48002,35187375,2442614,America/New York,Stemware,Joe Price,Northeast,2020,2020,6,March,June,27,1165.8000000000002
