ccode,year,eventid,id,countryname,etype,startdate,enddate,stday,stmo,styr,eday,emo,eyr,duration,actor1,actor1id,actor1coherent,actor2,actor2id,actor2coherent,actor3,actor3id,actor3coherent,target1,target1id,target1coherent,target2,target2id,target2coherent,cgovtarget,rgovtarget,npart,ndeath,repress,elocal,ilocal,sublocal,locnum,gislocnum,issue1,issue2,issue3,issuenote,nsource,acd_questionable,notes,escalation,latitude,longitude,geo_comments,location_precision
475,2016,4752179,2179,Nigeria,8,12/22/16,12/22/16,22,12,2016,22,12,2016,1,Islamic State,475.05.045,1,,,,,,,Soldiers,475.03,0,,,,1,0,-99,-99,0,Yobe State,Yobe State,1,6,6,6,,,The Islamic State claimed an attack on the Nigerian military,AP,1,,0,12,12,,
475,2016,4752180,2180,Nigeria,7,12/22/16,12/22/16,22,12,2016,22,12,2016,1,Soldiers,475.03,0,,,,,,,Boko Haram,475.0512.405,1,,,,0,0,-99,-77,0,Sambisa Forest,Sambisa Forest,1,6,3,11,9,,The Nigerian military launched an attack on Boko Haram strongholds in this area,AP,1,,0,12,13,,
501,1990,5010001,1,Kenya,2,2/20/90,2/23/90,20,2,1990,23,2,1990,4,Students,501.09,0,,,,,,,Government,501.01,0,Police,501.03,0,1,0,4,0,1,"Nairobi, Kisumu, others",Nairobi,1,4,4,13,,,Students demand investigation into death of foreign minister Robert Ouko,1,,,4,-1,37,,
501,1990,5010002,2,Kenya,1,7/7/90,7/11/90,7,7,1990,11,7,1990,5,Pro-democracy activists,501.15,0,,,,,,,Government,501.01,0,,,,1,0,5,28,2,"Nairobi, then nationwide",Nairobi,1,7,8,10,,,"Pro-democracy advocates defy ban on protest, riots erupt.  Protest spreads from Nairobi to many towns",1,,,4,0,38,,
501,1990,5010003,3,Kenya,9,7/29/90,7/29/90,29,7,1990,29,7,1990,1,Merile tribesmen,501.12,0,,,,,,,Villagers,501.15,0,,,,0,0,-99,17,0,Turkana,Turkana,1,6,6,12,,,"Merile cattle rustlers from Ethiopia raid a village in Kenya.  They wipe out a family of 17 and take off with 800 goats, 20 donkeys, and 40 camels.",0,,,0,0,38,,no
501,1991,5010004,4,Kenya,2,6/30/91,7/1/91,30,6,1991,1,7,1991,2,Students,501.09,0,,,,,,,University administration,501.09,0,,,,0,0,-99,1,2,Nationwide,Nationwide,1,7,7,7,,,Students protest raising of university fees,1,,,0,0,38,,
501,1991,5010005,5,Kenya,4,7/15/91,7/15/91,15,7,1991,15,7,1991,1,Catholic School Boys,501.12,0,,,,,,,Catholic School Girls,501.12,0,,,,0,0,3,19,0,Meru,Meru,1,2,2,13,,,"Boys in Catholic school rampage, killing 19 girls who refused to participate in protest against headmaster over exclusion from sports event",1,,,0,0,38,,
501,1991,5010007,7,Kenya,1,9/16/91,9/16/91,16,9,1991,16,9,1991,1,Roman Catholics,501.12,0,,,,,,,Government,501.01,0,Chemical plants,501.08,0,1,1,4,0,0,Thiku,Thiku,1,3,3,4,,,Roman Catholic groups protest pollution caused by chemical plant,0,,,0,-1,37,,
501,1991,5010008,8,Kenya,4,9/30/91,9/30/91,30,9,1991,30,9,1991,1,Pro-democracy youths,501.15,0,,,,,,,Kenya African National Union offices,501.04.304-3,1,,,,1,0,-99,0,0,Nairobi,Nairobi,1,1,1,10,,,Angry youths burn office of ruling party,0,,,0,-1,37,,
501,1991,5010009,9,Kenya,2,10/1/91,10/1/91,1,10,1991,1,10,1991,1,Students at Kenya Polytechnic,501.09,0,,,,,,,Government,501.01,0,,,,1,0,4,0,0,Nairobi,Nairobi,1,1,1,10,,,"Pro-democracy students protest against arrest of student leader, Vincetn Auka",1,,,0,-1,37,,
501,1991,5010010,10,Kenya,9,11/1/91,11/7/91,1,11,1991,7,11,1991,7,Kalenjins,501.12,0,,,,,,,Luos,501.12,0,,,,0,0,-99,3,1,Nandi district,Nandi district,1,6,6,12,,,Members of Kalenjin tribe attack members of Luo tribe over land dispute,0,,,0,0,35,,no
501,1991,5010011,11,Kenya,6,11/6/91,11/7/91,6,11,1991,7,11,1991,2,Bank workers,501.07,0,,,,,,,Banks,501.08,0,,,,0,0,-99,0,0,Nationwide,Nationwide,1,7,7,2,,,Bank workers strike over medical benefits,0,,,0,0,38,,
501,1991,5010013,13,Kenya,2,11/19/91,11/19/91,19,11,1991,19,11,1991,1,Pro-democracy activists,501.15,0,,,,,,,Government,501.01,0,,,,1,0,-99,0,1,Nationwide,Nationwide,1,7,7,10,,,Protesters clash with police after arrest of pro-democracy leaders,1,,,0,0,38,,
501,1991,5010014,14,Kenya,9,12/1/91,12/31/91,1,12,1991,31,12,1991,31,Kalenjins,501.12,0,,,,,,,"Several rival ethnic groups (Kikuyu, Luo, Luhya, Kisii)",501.12,0,,,,0,0,-99,800,0,Western Kenya,Western Kenya,1,6,6,11,5,10,Kalenjin attack rival ethnic groups.  President is a Kalenjin and many suspect that the cause of the violence is upcoming transition to democracy.,1,,,0,1,35,,no
501,1991,5010015,15,Kenya,2,12/9/91,12/9/91,9,12,1991,9,12,1991,1,Youths,501.15,0,,,,,,,Government,501.01,0,,,,1,0,3,0,1,Nairobi,Nairobi,1,1,1,10,,,Pro-democracy youths hold rally,0,,,0,-1,37,,
501,1991,5010016,16,Kenya,6,12/18/91,12/18/91,18,12,1991,18,12,1991,1,Dockworkers,501.07,0,,,,,,,Kenya Port Authority,501.01.106,1,,,,1,0,4,0,0,Mombassa,Mombassa,1,2,2,2,,,Dockworkers strike over pay,0,,,0,-4,40,,
501,1992,5010017,17,Kenya,1,1/18/92,1/18/92,18,1,1992,18,1,1992,1,Forum for the Restoration of Democracy,501.04.301,1,,,,,,,President Daniel Arap Moi,501.01.110,1,,,,1,0,6,0,0,Nairobi,Nairobi,1,1,1,10,,,Opposition party holds rally,1,,,0,-1,37,,
501,1992,5010018,18,Kenya,9,3/1/92,4/12/92,1,3,1992,12,4,1992,43,Bukusu tribe,501.12,0,,,,,,,Sabaot tribe,501.12,0,,,,0,0,-99,94,0,Mount Elgon,Mount Elgon,1,6,6,14,,,Communal violence,0,,,0,1,34,,no
501,1992,5010019,19,Kenya,1,3/3/92,3/4/92,3,3,1992,4,3,1992,2,Women human rights activists,501.13,0,Unemployed youths,501.15,0,,,,Government,501.01,0,,,,1,0,3,0,1,Nairobi,Nairobi,1,1,1,10,2,,"Women hold hunger strike to demand release of political prisoners, riots erupt as unemployed youth attack police",0,,,4,-1,37,,
501,1992,5010020,20,Kenya,9,3/5/92,3/5/92,5,3,1992,5,3,1992,1,Armed gang,501.11,0,,,,,,,Foreign tourists,501.14,0,,,,0,0,-99,0,0,Buffalo Springs game park,Buffalo Springs game park,1,6,6,12,,,An armed gang attacks and robs foreign tourists.,0,,,0,1,38,,no
501,1992,5010021,21,Kenya,1,3/7/92,3/7/92,7,3,1992,7,3,1992,1,Women human rights activists,501.13,0,,,,,,,Government,501.01,0,,,,1,0,-99,0,1,Mombassa,Mombassa,1,2,2,10,,,Women hold hunger strike in solidarity with Nairobi hunger strikes,0,,,0,-4,40,,
501,1992,5010022,22,Kenya,3,3/8/92,3/8/92,8,3,1992,8,3,1992,1,Forum for the Restoration of Democracy,501.04.301,1,,,,,,,Kenya African National Union,501.04.304,1,,,,1,0,-99,0,1,Nairobi,Nairobi,1,1,1,1,10,,Opposition party supporters disrupt rally by ruling party,0,,,0,-1,37,,
501,1992,5010023,23,Kenya,4,3/11/92,3/11/92,11,3,1992,11,3,1992,1,Angry mob,501.18,0,,,,,,,Police,501.03,0,,,,1,0,-99,0,1,Homa Bay,Homa Bay,1,3,3,13,,,Angry mob attacks police officers,0,,,0,-1,34,,
501,1992,5010024,24,Kenya,4,3/11/92,3/11/92,11,3,1992,11,3,1992,1,Angry mob,501.18,0,,,,,,,Police,501.03,0,,,,1,0,-99,1,2,Kisumu,Kisumu,1,2,2,13,,,Angry mob attacks police officers,0,,,0,0,35,,
501,1992,5010025,25,Kenya,9,3/14/92,3/14/92,14,3,1992,14,3,1992,1,Kalenjin tribesmen,501.12,0,,,,,,,Luo workers,501.12,0,Luo students,501.09,0,0,0,3,0,0,Kericho,Kericho,1,2,2,5,,,Tribal clashes erupt when Kalenjin tribesmen in bands of tens to hundreds attack Luo workers and students.,0,,,0,0,35,,
501,1992,5010026,26,Kenya,4,4/2/92,4/2/92,2,4,1992,2,4,1992,1,Unemployed youth,501.15,0,,,,,,,Government,501.01,0,,,,1,0,-99,0,1,Nairobi,Nairobi,1,1,1,14,,,Mob begins a riot in Nairobi slums. No reason given.,1,,,0,-1,37,,
501,1992,5010027,27,Kenya,2,4/29/92,4/30/92,29,4,1992,30,4,1992,2,Students,501.09,0,,,,,,,Government,501.01,0,,,,1,0,3,0,1,Nairobi,Nairobi,1,1,1,5,10,,Students demand action regarding killings in Western Kenya,1,,,0,-1,37,,
501,1992,5010028,28,Kenya,9,5/12/92,5/12/92,12,5,1992,12,5,1992,1,Ethnic Somalis,501.1214,0,,,,,,,Manyattas,501.12,0,,,,0,0,-99,9,0,Garbatulla division of Isiolo district,Garbatulla division of Isiolo district,1,6,6,12,5,,Ethnic Somali bandits attack manyattas (nomadic villages) and drive away 5000 head of cattle in revenge for a similar attack.,0,,,0,1,39,,no
501,1992,5010029,29,Kenya,4,5/19/92,5/20/92,19,5,1992,20,5,1992,2,Moslems,501.12,0,,,,,,,Government,501.01,0,,,,1,0,-99,3,2,Mombassa,Mombassa,1,2,2,6,10,,Protesters demand release of Imams trying to form political party,0,,,0,-4,40,,
501,1992,5010030,30,Kenya,1,5/31/92,5/31/92,31,5,1992,31,5,1992,1,Democratic Party,501.04.300,1,,,,,,,Government,501.01,0,,,,1,0,5,0,1,Nairobi,Nairobi,1,1,1,1,10,,Police break up a banned opposition rally,0,,,0,-1,37,,
501,1992,5010031,31,Kenya,9,9/15/92,9/15/92,15,9,1992,15,9,1992,1,Ethnic Somalis,501.1214,0,,,,,,,Manyattas,501.12,0,,,,0,0,-99,13,0,Garbatulla division of Isiolo district,Garbatulla division of Isiolo district,1,6,6,12,5,,Ethnic Somali bandits attack manyattas (nomadic villages) and steal many cattle.,0,,,0,1,39,,no
501,1992,5010032,32,Kenya,1,9/18/92,9/18/92,18,9,1992,18,9,1992,1,Islamic Party of Kenya,501.0412.303,1,,,,,,,Government,501.01,0,,,,1,0,3,0,1,Nairobi,Nairobi,1,1,1,1,10,6,Student members of Islamic Party protest at university over political prisoners and right to register as a party,0,,,0,-1,37,,
501,1992,5010033,33,Kenya,9,9/18/92,9/18/92,18,9,1992,18,9,1992,1,Ethnic Somalis,501.1214,0,,,,,,,Manyattas,501.12,0,,,,0,0,-99,5,0,Garissa district,Garissa district,1,6,6,12,5,,"Ethnic Somali bandits attack a manyatta (a nomadic village) and steal 3000 goats, and 23 camels.",0,,,0,0,39,,no
501,1992,5010034,34,Kenya,4,11/27/92,11/27/92,27,11,1992,27,11,1992,1,Supporters of Odinga,501.04.310,0,,,,,,,Supporters of Matiba,501.04.311,0,,,,0,0,-99,0,0,Nairobi,Nairobi,1,1,1,1,,,Rival parties clash in Nairobi,0,,,0,-1,37,,
501,1992,5010036,36,Kenya,9,12/12/92,12/12/92,12,12,1992,12,12,1992,1,Cattle raiders,501.11,0,,,,,,,Turkana,501.12,0,,,,0,0,-99,89,0,Turkana district,Turkana district,1,6,6,12,,,Cattle raiding by Sudanese against the Turkana,0,,,0,3,35,,no
501,1992,5010038,38,Kenya,4,12/15/92,12/28/92,15,12,1992,28,12,1992,14,Political parties,501.04,0,,,,,,,Political parties,501.04,0,,,,0,0,-99,-77,0,Nationwide,Nationwide,1,7,7,1,,,Clashes reported between various parties across the country on eve of election,1,,,0,0,38,,
501,1992,5010039,39,Kenya,9,12/16/92,12/16/92,16,12,1992,16,12,1992,1,Cattle raiders,501.11,0,,,,,,,Turkana,501.12,0,,,,0,0,-99,49,0,Turkana district,Turkana district,1,6,6,12,,,Cattle raiding in Turkana,0,,,0,3,35,,no
501,1992,5010040,40,Kenya,3,12/24/92,12/24/92,24,12,1992,24,12,1992,1,Islamic Party of Kenya,501.0412.303,1,,,,,,,KANU supporters,501.04.304,0,,,,1,0,-99,1,0,Mombassa,Mombassa,1,2,2,1,10,,"Islamic party riot over banning, political prisoners",0,,,0,-4,40,,
501,1992,5010041,41,Kenya,3,12/27/92,12/27/92,27,12,1992,27,12,1992,1,FORD supporters,501.04.301,0,,,,,,,KANU supporters,501.04.304,0,,,,0,0,-99,0,0,Western Kenya,Western Kenya,1,6,6,1,10,,Rival parties clash,0,,,0,1,35,,no
501,1992,5010042,42,Kenya,2,12/27/92,12/27/92,27,12,1992,27,12,1992,1,Election officials,501.01,0,,,,,,,Government,501.01,0,,,,1,0,4,0,0,Mombassa,Mombassa,1,2,2,2,1,,Election officials demand to be paid back wages,0,,,0,-4,40,,
501,1992,5010043,43,Kenya,1,12/28/92,12/28/92,28,12,1992,28,12,1992,1,FORD supporters,501.04.301,0,,,,,,,KANU supporters,501.04.304,0,Police,501.03,0,1,0,4,0,1,Nakuru,Nakuru,1,2,2,1,10,,Opposition party holds a rally.  KANU supporters and police launch large-scale anti-opposition attacks.,1,,,0,0,36,,
501,1992,5010044,44,Kenya,3,12/29/92,12/29/92,29,12,1992,29,12,1992,1,Islamic Party of Kenya supporters,501.0412.303,0,,,,,,,voters,501.04,0,,,,0,0,-99,1,2,Mombassa,Mombassa,1,2,2,1,,,Mob supporting the IPK tries to stop bus carrying voters to polls.,0,,,0,-4,40,,
501,1992,5010045,45,Kenya,4,12/30/92,12/30/92,30,12,1992,30,12,1992,1,Political factions,501.04,0,,,,,,,Political factions,501.04,0,,,,0,0,-99,2,2,Kisumu,Kisumu,1,2,2,1,,,Political unrest following election,0,,,0,0,35,,
501,1993,5010046,46,Kenya,3,5/23/93,5/23/93,23,5,1993,23,5,1993,1,Islamic Party of Kenya,501.0412.303,1,,,,,,,Government,501.01,0,,,,1,0,3,0,1,Mombassa,Mombassa,1,2,2,10,,,Islamic party riots to protest banning of group,0,,,0,-4,40,,
501,1993,5010047,47,Kenya,5,5/28/93,5/28/93,28,5,1993,28,5,1993,1,Islamic Party of Kenya,501.0412.303,1,,,,,,,Government,501.01,0,,,,1,0,4,0,0,Mombassa,Mombassa,1,2,2,10,13,,Islamic party holds strike to demand release of leader,0,,,0,-4,40,,
501,1993,5010048,48,Kenya,9,7/11/93,7/17/93,11,7,1993,17,7,1993,7,Cattle raiders,501.11,0,,,,,,,Turkana,501.12,0,,,,0,0,-99,190,0,Turkana district,Turkana district,1,6,6,12,,,Cattle raiding in Turkana,0,,,0,3,35,,no
501,1993,5010049,49,Kenya,4,8/1/93,8/1/93,1,8,1993,1,8,1993,1,Moslems,501.12,0,,,,,,,Somalis,501.12,0,Government,501.01,0,1,0,4,0,0,Lamu,Lamu,1,3,3,13,,,Protest against instability causes by Somali refugees,0,,,0,-2,41,,
501,1993,5010050,50,Kenya,9,8/5/93,8/5/93,5,8,1993,5,8,1993,1,Sons of Liberty,501.08.607,1,,,,,,,Ethnic Indians,501.12,0,,,,0,0,-99,2,0,Nairobi,Nairobi,1,1,1,5,,,Extremist group attacks Kenyan Asians,0,,,0,-1,37,,
501,1993,5010051,51,Kenya,9,9/3/93,9/3/93,3,9,1993,3,9,1993,1,Somali Bandits,501.1114,0,,,,,,,UNICEF workers,501.1314.015-5,1,,,,0,0,1,1,0,Wajir,Wajir,1,3,3,14,,,Unknown attackers strike UNICEF compound,0,,,0,2,40,,
501,1993,5010052,52,Kenya,9,9/9/93,9/10/93,9,9,1993,10,9,1993,2,United Moslems of Africa,501.0412.312,1,,,,,,,Islamic Party of Kenya,501.04.303,1,,,,0,0,3,2,1,Mombassa,Mombassa,1,2,2,13,,,Rival Islamic factions fight one another,1,,,0,-4,40,,
501,1993,5010053,53,Kenya,1,9/12/93,9/12/93,12,9,1993,12,9,1993,1,Islamic Party of Kenya,501.0412.303,1,,,,,,,Police,501.03,0,,,,1,0,-99,0,1,Mombassa,Mombassa,1,2,2,10,6,,"Islamic party holds protest, turns violent",1,,,3,-4,40,,
501,1993,5010054,54,Kenya,5,9/20/93,9/20/93,20,9,1993,20,9,1993,1,Islamic Party of Kenya,501.0412.303,1,,,,,,,Government,501.01,0,,,,1,0,-99,0,1,Mombassa,Mombassa,1,2,2,13,,,Islamic party of Kenya holds a strike to protest tribal violence in western party of country,0,,,3,-4,40,,
501,1993,5010055,55,Kenya,9,10/13/93,10/13/93,13,10,1993,13,10,1993,1,Degodia clan,501.12,0,Borana clan,501.12,0,,,,Ajuran clan,501.12,0,,,,0,0,-99,14,0,Korondile,Korondile,1,3,3,12,5,,Somali clans wage war over cattle.,0,,,0,2,39,,no
501,1993,5010056,56,Kenya,9,10/13/93,10/13/93,13,10,1993,13,10,1993,1,Somali Bandits,501.1114,0,,,,,,,Villagers,501.15,0,,,,0,0,-99,9,0,"Samburu village, Isiolo district",Samburu village,1,3,3,12,,,Somali bandits attack village to steal cattle,0,,,0,-4,39,,
501,1993,5010057,57,Kenya,9,10/14/93,10/21/93,14,10,1993,21,10,1993,8,Kikuyus,501.12,0,,,,,,,Masaai,501.12,0,,,,0,0,4,27,0,Nakuru  and Narok districts,Nakuru,1,5,5,3,12,5,"Communal violence erupts over water, land rights",1,,,0,0,36,,
501,1993,5010058,58,Kenya,6,11/29/93,9/28/94,29,11,1993,28,9,1994,304,University Academic Staff Union,501.09.650,1,,,,,,,Universities,501.09,0,,,,0,0,4,0,0,Nationwide,Nationwide,1,7,7,2,7,,Lecturers strike over pay and educational quality,1,,,0,0,38,,
501,1993,5010059,59,Kenya,4,11/30/93,12/1/93,30,11,1993,1,12,1993,2,Digos,501.12,0,,,,,,,Luos,501.12,0,,,,0,1,2,4,0,Mombassa,Mombassa,1,2,2,1,5,,Ethnic clashes break out as local elections planned,1,,,0,-4,40,,
501,1993,5010060,60,Kenya,8,12/15/93,12/15/93,15,12,1993,15,12,1993,1,Somali bandits,501.1114,0,,,,,,,Government,501.01,0,,,,1,0,-99,25,0,Garbatulla,Garbatulla,1,3,3,12,,,Somali cattle raiders clash with government forces.,0,,,0,1,39,,
501,1993,5010061,61,Kenya,3,12/22/93,12/22/93,22,12,1993,22,12,1993,1,Kenya National African Union,501.04.304,1,,,,,,,FORD party,501.04.301,1,,,,0,0,-99,1,1,Mombassa,Mombassa,1,2,2,1,,,Rival parties clash during local election,0,,,0,-4,40,,
501,1994,5010062,62,Kenya,3,3/3/94,3/3/94,3,3,1994,3,3,1994,1,KANU supporters,501.04.304,0,,,,,,,FORD supporters,501.04.301,0,Police,501.03,0,1,1,-99,1,1,Lugari,Lugari,1,3,3,1,,,Rival parties clash during local election,1,,,0,1,35,,
501,1994,5010063,63,Kenya,9,5/9/94,5/9/94,9,5,1994,9,5,1994,1,Degodia clan,501.12,0,,,,,,,Ajuran clan,501.12,0,,,,0,0,2,18,0,Wajir,Wajir,1,3,3,12,5,,Communal clash over grazing land and water rights,0,,,0,2,40,,
501,1994,5010064,64,Kenya,6,6/16/94,9/29/94,16,6,1994,29,9,1994,106,Kenya Medical Practitioners and Dentists Union,501.07.553,1,,,,,,,Government,501.01,0,,,,1,0,4,0,0,Nationwide,Nationwide,1,7,7,13,,,Doctors strike in order to have union recognized,1,,,0,0,38,,
501,1994,5010065,65,Kenya,9,9/21/94,9/21/94,21,9,1994,21,9,1994,1,Armed gang,501.11,0,,,,,,,Villagers,501.15,0,,,,0,0,-99,3,0,Molo,Molo,1,3,3,14,,,Armed gang kills 3.  Reason not given.,0,,,0,0,36,,
501,1994,5010066,66,Kenya,8,10/19/94,10/19/94,19,10,1994,19,10,1994,1,Armed raiders,501.18,0,,,,,,,Police,501.03,0,,,,1,0,3,2,0,Trans-Nzoia district,Trans-Nzoia district,1,6,6,12,,,Armed raiders believed to be Ugandan soldiers kill two policemen and steal 300 heads of cattle.,0,,,0,-1,35,,no
501,1995,5010068,68,Kenya,9,1/10/95,1/10/95,10,1,1995,10,1,1995,1,Maasai tribesmen,501.12,0,,,,,,,Kikuyus,501.12,0,,,,0,0,-99,10,0,"Mai Mahiu village, Nakuru district",Mai Mahiu village,1,3,3,13,,,Maasai warriors attack village to avenge earlier killings,0,,,0,-1,36,,
501,1995,5010069,69,Kenya,1,2/26/95,2/26/95,26,2,1995,26,2,1995,1,Roman Catholics,501.12,0,,,,,,,Government,501.01,0,,,,1,0,-99,0,1,"Kiriaini parish, Muranga district",Kiriaini parish,1,3,3,6,,,Priests organize a demonstration after their newsletter is banned,0,,,0,0,37,,
501,1995,5010070,70,Kenya,8,3/14/95,3/14/95,14,3,1995,14,3,1995,1,February 18 Resistance Army,501.051214.402,1,,,,,,,Police,501.03,0,,,,1,0,3,2,0,Sirisia,Sirisia,1,3,3,13,,,"A rebel group crosses the border from Uganda, attacks police, and steals 13 guns and 1300 rounds of ammunition.",1,,,0,0,34,,
501,1995,5010072,72,Kenya,9,5/29/95,5/29/95,29,5,1995,29,5,1995,1,Maasai warriors,501.12,0,,,,,,,Kikuyu villagers,501.12,0,,,,0,0,-99,0,0,"Olokirikirai, Enabelibel, and Kisiri",Olokirikirai,1,5,5,5,,,Maasai warriors force some 100 mainly Kikuyu families from their homes.,0,,,0,-1,36,,
501,1995,5010074,74,Kenya,3,6/13/95,6/13/95,13,6,1995,13,6,1995,1,KANU supporters,501.04.304,0,,,,,,,FORD supporters,501.04.301,0,,,,0,0,-99,0,0,Machakos,Machakos,1,2,2,1,,,Election violence between rival parties,0,,,0,-2,37,,
501,1995,5010076,76,Kenya,3,9/10/95,9/10/95,10,9,1995,10,9,1995,1,KANU supporters,501.04.304,0,,,,,,,FORD supporters,501.04.301,0,,,,0,0,-99,0,1,Lake Victoria area,Lake Victoria area,1,6,6,1,,,Election violence between rival parties,0,,,0,0,34,,no
501,1995,5010077,77,Kenya,9,9/24/95,9/24/95,24,9,1995,24,9,1995,1,Bandits,501.11,0,,,,,,,Italian tourists,501.14,0,,,,0,0,-99,0,0,2.5 miles east of Malindi,2.5 miles east of Malindi,1,3,3,12,,,Bandits rob 8 Italian tourists.,0,,,0,-3,40,as there's nothing in the east but ocean and Tsavo is in the west.,no
501,1995,5010078,78,Kenya,4,10/15/95,10/16/95,15,10,1995,16,10,1995,2,Luo,501.12,0,,,,,,,Nubians,501.12,0,,,,0,0,-99,1,1,Nairobi,Nairobi,1,1,1,5,,,Ethnic clashes in a Nairobi slum,0,,,0,-1,37,,
501,1995,5010079,79,Kenya,4,11/18/95,11/18/95,18,11,1995,18,11,1995,1,Students,501.09,0,,,,,,,Kenyatta University officials,501.09,0,,,,0,0,4,0,0,Nairobi,Nairobi,1,1,1,3,,,Students riot in order to protest high food prices on campus,0,,,0,-1,37,,
501,1995,5010080,80,Kenya,9,12/2/95,12/3/95,2,12,1995,3,12,1995,2,Armed gang,501.11,0,,,,,,,Villagers,501.15,0,,,,0,0,3,-88,0,"Kapedo, Lomelo, Nadome",Kapedo,1,5,5,12,,,Armed bandits steal cattle in several villages,0,,,0,2,36,,
501,1995,5010081,81,Kenya,9,12/5/95,12/5/95,5,12,1995,5,12,1995,1,Kipsigi gang,501.12,0,,,,,,,Luo refugees,501.12,0,,,,0,0,-99,0,0,Kisumu,Kisumu,1,3,3,5,,,A gang of Kipsigis attack Luo refugees in a church.,0,,,0,0,35,,
501,1996,5010082,82,Kenya,8,1/17/96,1/17/96,17,1,1996,17,1,1996,1,Gangsters,501.11,0,,,,,,,Police,501.03,0,,,,1,0,-99,5,0,Tigoni,Tigoni,1,3,3,14,,,Police clash with a gang in a two hour gun battle.,0,,,0,-1,36,,
501,1996,5010083,83,Kenya,4,3/29/96,3/29/96,29,3,1996,29,3,1996,1,Sudanese refugees,501.14,0,,,,,,,UNHCR workers,501.1314.015-5,1,,,,0,0,-99,0,0,Kakuma refugee camp,Kakuma refugee camp,1,3,3,3,,,Sudanese refugees riot over food,0,,,0,4,35,near Kakuma,no
501,1996,5010084,84,Kenya,4,4/13/96,4/13/96,13,4,1996,13,4,1996,1,Odinga supporters,501.04.310,0,,,,,,,wamwala supporters,501.04.338,0,,,,0,0,-99,0,1,Thika,Thika,1,3,3,1,,,Rival factions clash at an election to determine FORD's chairman,0,,,0,-1,37,,
501,1996,5010085,85,Kenya,6,4/29/96,4/29/96,29,4,1996,29,4,1996,1,Busdrivers,501.07,0,,,,,,,Stagecoach ltd.,501.08.608,1,,,,0,0,4,0,0,Nairobi,Nairobi,1,1,1,2,,,Busdrivers strike,0,,,0,-1,37,,
501,1996,5010086,86,Kenya,4,6/5/96,6/5/96,5,6,1996,5,6,1996,1,Dinka refugees,501.12,0,,,,,,,Nuer Refuges,501.12,0,,,,0,0,-99,6,0,Kakuma refugee camp,Kakuma refugee camp,1,3,3,5,8,,Supporters of rival Sudanese leaders battle in refugee camp,0,,,0,4,35,near Kakuma,no
501,1996,5010087,87,Kenya,6,10/3/96,10/3/96,3,10,1996,3,10,1996,1,Kenya Airline Pilots Association,501.07.552,1,,,,,,,Kenya Airways,501.08.600,1,,,,0,0,-99,0,0,Nationwide,Nationwide,1,7,7,13,,,Pilots strike after union leaders were suspended,0,,,0,0,38,,
501,1996,5010088,88,Kenya,9,10/9/96,10/9/96,9,10,1996,9,10,1996,1,Armed gang,501.11,0,,,,,,,Displaced persons camp,501.16,0,,,,0,0,3,2,0,Rift valley,Rift valley,1,6,6,13,,,Raid on a displaced persons camp.  Described as criminal.,0,,,0,0,36,,no
501,1996,5010089,89,Kenya,9,11/8/96,11/8/96,8,11,1996,8,11,1996,1,Orma clan,501.12,0,,,,,,,Degodia clan,501.12,0,,,,0,0,-99,10,0,Nanigi,Nanigi,1,3,3,3,,,Ethnic Somali clans wage war over grazing land and water due to a severe drought.,1,,,0,-1,40,"there is a Nanigi East and a Nanigi West, each of which is close to these coordinates",no
501,1996,5010090,90,Kenya,9,12/2/96,12/2/96,2,12,1996,2,12,1996,1,Cattle rustlers,501.11,0,,,,,,,Villagers,501.15,0,,,,0,0,-99,50,0,Samburu District,Samburu District,1,6,6,12,,,At least 50 people are killed by cattle rustlers.,0,,,0,-1,37,,no
501,1996,5010091,91,Kenya,6,12/7/96,12/14/96,7,12,1996,14,12,1996,8,Air traffic controllers,501.07,0,,,,,,,Airport officials,501.07,0,,,,0,0,3,0,0,Nationwide,Nationwide,1,7,7,2,,,Air traffic controllers strike for more pay,0,,,0,0,38,,
501,1996,5010092,92,Kenya,8,12/24/96,12/27/96,24,12,1996,27,12,1996,4,Cattle rustlers,501.11,0,,,,,,,Police,501.03,0,,,,1,0,-99,11,0,Marsabit,Marsabit,1,3,3,12,,,Police clash with cattle rustlers several times after the bandits kill a German tourist.,1,,,0,2,38,,
501,1997,5010094,94,Kenya,4,2/24/97,2/26/97,24,2,1997,26,2,1997,3,Students at Nairobi University,501.09,0,,,,,,,Police,501.03,0,,,,1,0,4,0,1,Nairobi,Nairobi,1,1,1,10,,,"Students riot after death of student leader, complaining of police brutality",1,,,0,-1,37,,
501,1997,5010095,95,Kenya,8,3/25/97,3/27/97,25,3,1997,27,3,1997,3,Dasenetch tribe,50.12,0,Amarkhoke tribes,501.12,0,,,,Herdsmen,501.07,0,Security forces,501.03,0,1,0,3,80,0,Kokai,Kokai,1,3,3,12,,,200 Ethiopian tribesmen conduct a cattle raid.  Several days of clashes with Kenyan security forces follow.,1,,,8,3,40,,no
501,1997,5010096,96,Kenya,6,4/2/97,4/2/97,2,4,1997,2,4,1997,1,Rail workers,501.07,0,,,,,,,Rail company,501.08,0,,,,0,0,3,0,0,Nationwide,Nationwide,1,7,7,2,,,Rail workers strike over unpaid wages,0,,,0,0,38,,
